Area,Crop,Soil,GPS,Documents,NDVI,Rainfall,Verified
9.49,Sugarcane,Loam,1,1,0.51,484,1
14.37,Wheat,Black,1,1,0.58,646,1
2.63,Cotton,Clay,0,1,0.41,615,0
3.43,Millets,Sandy,1,1,0.31,1333,0
1.59,Wheat,Loam,0,1,0.47,333,0
9.29,Cotton,Loam,1,1,0.21,1197,0
10.83,Cotton,Loam,1,0,0.24,935,0
12.04,Cotton,Black,0,1,0.81,690,0
12.57,Sugarcane,Sandy,1,0,0.37,505,0
2.41,Wheat,Sandy,1,1,0.55,926,1
1.48,Rice,Black,0,0,0.92,650,0
11.65,Millets,Sandy,1,1,0.66,1059,1
1.64,Millets,Sandy,0,1,0.65,515,0
3.54,Maize,Loam,1,0,0.28,1091,0
10.62,Rice,Sandy,0,0,0.56,478,0
9.92,Wheat,Black,0,0,0.26,693,0
7.36,Millets,Loam,1,1,0.66,1074,1
11.45,Rice,Sandy,1,0,0.85,990,0
12.75,Maize,Loam,0,0,0.27,532,0
2.99,Cotton,Clay,0,1,0.32,1400,0
7.47,Millets,Clay,0,0,0.2,413,0
1.81,Rice,Clay,1,0,0.52,945,0
12.08,Cotton,Sandy,0,0,0.47,1398,0
10.31,Millets,Clay,0,1,0.55,493,0
1.52,Maize,Sandy,1,0,0.54,405,0
11.01,Cotton,Sandy,1,1,0.5,1190,1
11.65,Wheat,Clay,0,0,0.69,1039,0
14.34,Wheat,Black,0,0,0.42,512,0
0.54,Rice,Sandy,1,0,0.79,926,0
1.72,Cotton,Black,0,1,0.75,384,0
8.43,Sugarcane,Black,0,1,0.74,452,0
5.03,Sugarcane,Loam,1,0,0.49,604,0
11.82,Sugarcane,Clay,1,1,0.22,1185,0
5.81,Maize,Sandy,1,0,0.3,1101,0
14.55,Cotton,Black,0,1,0.32,754,0
1.55,Sugarcane,Loam,0,1,0.78,837,0
12.68,Rice,Black,1,0,0.43,340,0
5.73,Rice,Clay,1,1,0.68,1265,1
0.81,Cotton,Loam,0,0,0.73,459,0
1.03,Rice,Clay,0,1,0.74,1135,0
5.47,Wheat,Black,0,1,0.63,860,0
14.56,Millets,Sandy,0,1,0.91,1250,0
7.75,Maize,Black,0,1,0.29,1184,0
3.83,Maize,Loam,0,0,0.53,1197,0
2.22,Rice,Black,1,1,0.58,1064,1
10.32,Millets,Sandy,1,1,0.43,533,0
12.81,Maize,Clay,1,0,0.78,527,0
6.97,Cotton,Clay,0,0,0.66,342,0
14.18,Sugarcane,Clay,0,1,0.89,544,0
4.34,Rice,Black,1,0,0.77,1307,0
2.46,Millets,Clay,0,1,0.52,788,0
14.02,Cotton,Clay,1,0,0.79,406,0
13.16,Rice,Loam,1,0,0.9,755,0
4.37,Maize,Loam,1,0,0.56,1242,0
14.47,Sugarcane,Black,0,1,0.35,609,0
5.12,Millets,Black,1,1,0.28,1101,0
8.73,Millets,Black,0,0,0.89,322,0
5.83,Cotton,Clay,1,1,0.65,548,1
9.98,Rice,Black,1,0,0.66,435,0
10.04,Sugarcane,Black,0,0,0.82,423,0
11.67,Maize,Loam,1,1,0.8,909,1
10.6,Millets,Black,0,0,0.58,331,0
9.72,Sugarcane,Black,1,1,0.61,712,1
10.38,Sugarcane,Clay,1,0,0.5,305,0
5.62,Wheat,Black,0,0,0.5,714,0
8.4,Rice,Black,0,0,0.54,1310,0
11.46,Maize,Clay,1,0,0.2,579,0
8.94,Maize,Clay,1,0,0.88,592,0
13.84,Millets,Clay,0,1,0.93,647,0
4.46,Wheat,Sandy,0,0,0.59,767,0
7.6,Maize,Clay,0,1,0.62,1373,0
2.5,Wheat,Black,0,1,0.41,345,0
5.46,Millets,Sandy,0,1,0.43,1009,0
13.48,Wheat,Black,1,0,0.42,602,0
0.76,Rice,Sandy,1,1,0.73,597,0
1.06,Millets,Clay,0,0,0.2,429,0
11.52,Millets,Loam,0,1,0.31,1193,0
13.37,Rice,Black,0,0,0.87,1330,0
8.93,Millets,Black,1,1,0.58,473,1
12.91,Sugarcane,Loam,0,0,0.87,1452,0
11.66,Cotton,Black,1,0,0.53,1054,0
1.98,Millets,Sandy,1,0,0.7,739,0
14.89,Sugarcane,Sandy,1,1,0.44,542,0
5.99,Cotton,Clay,1,0,0.62,556,0
4.82,Cotton,Loam,1,0,0.27,363,0
2.75,Millets,Clay,1,0,0.28,1307,0
1.95,Millets,Sandy,0,0,0.45,874,0
10.47,Wheat,Sandy,0,1,0.64,1267,0
9.46,Millets,Black,1,0,0.6,607,0
13.81,Cotton,Loam,1,0,0.69,768,0
11.76,Sugarcane,Sandy,0,1,0.34,1205,0
5.28,Maize,Clay,0,1,0.76,933,0
6.92,Maize,Sandy,1,1,0.59,1041,1
11.5,Sugarcane,Black,1,1,0.6,746,1
3.64,Sugarcane,Black,0,1,0.88,543,0
6.93,Cotton,Black,0,0,0.54,480,0
9.64,Maize,Clay,1,1,0.43,600,0
0.61,Rice,Sandy,0,0,0.41,420,0
2.68,Millets,Black,1,1,0.52,1095,1
14.24,Maize,Sandy,0,0,0.94,1252,0
11.72,Millets,Black,0,0,0.3,406,0
4.64,Millets,Clay,1,0,0.43,599,0
8.29,Sugarcane,Sandy,1,1,0.87,1194,1
4.68,Rice,Black,1,1,0.78,870,1
9.21,Millets,Loam,0,0,0.73,495,0
12.6,Millets,Black,0,0,0.52,495,0
10.65,Maize,Sandy,0,0,0.25,1320,0
13.99,Wheat,Sandy,0,0,0.27,506,0
5.01,Rice,Black,0,0,0.32,1401,0
7.75,Wheat,Clay,1,1,0.58,574,1
9.82,Sugarcane,Sandy,1,0,0.45,1236,0
6.08,Wheat,Black,1,1,0.39,1286,0
6.04,Maize,Sandy,0,0,0.39,1110,0
9.7,Wheat,Sandy,1,0,0.77,967,0
3.85,Sugarcane,Loam,0,1,0.88,869,0
1.98,Cotton,Loam,0,1,0.94,433,0
12.18,Millets,Black,1,0,0.33,1462,0
4.18,Sugarcane,Black,1,0,0.66,784,0
11.33,Millets,Black,1,1,0.23,1476,0
11.34,Cotton,Loam,1,0,0.22,840,0
8.71,Cotton,Sandy,0,0,0.8,817,0
3.34,Rice,Loam,1,1,0.82,1493,1
9.11,Sugarcane,Black,0,0,0.28,954,0
3.01,Rice,Loam,0,0,0.69,677,0
6.37,Millets,Sandy,1,1,0.93,931,1
1.79,Millets,Clay,0,1,0.27,650,0
5.2,Rice,Black,1,1,0.53,1346,1
4.04,Sugarcane,Black,1,0,0.74,965,0
14.97,Wheat,Clay,1,0,0.53,353,0
10.27,Cotton,Loam,0,0,0.41,980,0
8.67,Millets,Loam,1,0,0.76,870,0
12.77,Wheat,Clay,1,1,0.86,669,1
0.69,Cotton,Black,0,1,0.24,932,0
9.33,Wheat,Black,0,0,0.43,693,0
14.44,Millets,Loam,0,1,0.34,709,0
2.72,Sugarcane,Black,1,1,0.54,1228,1
3.07,Maize,Loam,0,1,0.21,1479,0
7.57,Millets,Loam,0,0,0.93,886,0
7.78,Maize,Clay,1,0,0.55,833,0
2.78,Sugarcane,Loam,1,1,0.51,353,1
9.97,Sugarcane,Loam,1,0,0.63,1166,0
0.78,Wheat,Loam,1,1,0.93,505,0
2.47,Sugarcane,Loam,0,0,0.62,921,0
11.03,Wheat,Clay,1,1,0.26,1487,0
13.46,Rice,Loam,0,0,0.35,341,0
0.64,Cotton,Clay,0,1,0.76,959,0
0.53,Sugarcane,Black,1,0,0.36,1217,0
9.17,Sugarcane,Clay,1,1,0.25,1431,0
3.57,Cotton,Sandy,0,1,0.43,1229,0
2.51,Millets,Loam,0,1,0.79,1410,0
3.98,Wheat,Sandy,0,1,0.32,807,0
2.37,Rice,Clay,1,0,0.82,1046,0
7.72,Millets,Sandy,1,0,0.36,1147,0
5.6,Sugarcane,Loam,1,0,0.26,1357,0
7.2,Maize,Loam,0,1,0.74,401,0
13.47,Millets,Black,1,1,0.52,916,1
11.17,Rice,Black,1,0,0.86,1408,0
12.42,Rice,Clay,1,1,0.71,1027,1
2.14,Rice,Clay,0,0,0.78,1403,0
11.63,Wheat,Sandy,0,1,0.78,762,0
10.4,Rice,Sandy,0,0,0.51,367,0
14.53,Maize,Loam,0,0,0.88,1372,0
5.93,Rice,Sandy,1,1,0.57,375,1
4.21,Millets,Clay,1,1,0.89,1225,1
7.04,Wheat,Loam,1,0,0.24,966,0
8.99,Maize,Loam,1,1,0.36,355,0
8.56,Millets,Sandy,0,1,0.92,1129,0
4.48,Cotton,Black,0,1,0.57,985,0
12.83,Millets,Loam,0,0,0.59,509,0
7.69,Millets,Clay,1,0,0.27,660,0
11.16,Maize,Loam,1,0,0.86,1491,0
3.16,Millets,Loam,0,1,0.45,993,0
3.97,Wheat,Sandy,1,1,0.34,783,0
11.03,Wheat,Black,0,1,0.48,992,0
2.72,Wheat,Black,0,0,0.38,1124,0
3.31,Maize,Loam,1,1,0.32,542,0
13.84,Cotton,Sandy,0,0,0.5,1063,0
3.85,Maize,Loam,0,1,0.93,1194,0
13.94,Sugarcane,Clay,1,0,0.82,830,0
13.06,Rice,Sandy,0,1,0.59,431,0
3.65,Millets,Clay,0,1,0.44,350,0
12.44,Millets,Sandy,0,0,0.6,732,0
6.05,Cotton,Clay,1,1,0.75,629,1
3.93,Millets,Sandy,1,0,0.56,806,0
4.08,Rice,Black,1,0,0.72,640,0
10.54,Sugarcane,Loam,0,0,0.28,1401,0
2.61,Maize,Clay,1,0,0.5,528,0
4.39,Wheat,Black,1,0,0.32,1453,0
10.07,Cotton,Sandy,1,0,0.54,763,0
4.95,Maize,Loam,1,1,0.8,819,1
9.19,Maize,Loam,0,0,0.58,1309,0
14.05,Sugarcane,Sandy,0,0,0.52,1383,0
7.31,Rice,Clay,0,0,0.36,978,0
3.17,Wheat,Black,0,1,0.58,911,0
8.12,Sugarcane,Loam,1,1,0.35,995,0
8.87,Millets,Loam,0,0,0.75,1408,0
10.22,Maize,Black,1,1,0.73,1330,1
13.65,Millets,Clay,0,0,0.41,724,0
1.08,Sugarcane,Sandy,0,0,0.69,1070,0
1.15,Maize,Clay,1,0,0.4,489,0
1.29,Cotton,Clay,0,0,0.61,1248,0
11.94,Sugarcane,Clay,0,0,0.25,736,0
9.22,Millets,Black,1,0,0.39,517,0
2.18,Millets,Black,1,1,0.43,1039,0
3.48,Sugarcane,Loam,1,1,0.4,320,0
8.93,Wheat,Loam,0,1,0.49,1038,0
3.5,Maize,Black,0,1,0.48,1045,0
1.14,Maize,Clay,0,0,0.6,393,0
11.92,Sugarcane,Clay,0,0,0.66,1275,0
11.66,Wheat,Black,0,0,0.72,803,0
13.93,Sugarcane,Loam,1,0,0.67,867,0
1.85,Cotton,Black,0,1,0.87,1150,0
6.76,Cotton,Loam,0,1,0.4,1358,0
0.84,Sugarcane,Black,1,0,0.8,1360,0
7.49,Maize,Clay,0,0,0.91,369,0
13.54,Cotton,Clay,0,1,0.75,1251,0
6.01,Maize,Loam,0,0,0.45,1000,0
10.53,Millets,Black,0,0,0.44,567,0
2.1,Cotton,Clay,0,0,0.52,796,0
2.52,Wheat,Loam,0,1,0.5,850,0
5.45,Sugarcane,Clay,1,0,0.4,1190,0
4.19,Sugarcane,Black,0,0,0.32,1457,0
9.22,Millets,Clay,1,0,0.27,1395,0
6.57,Millets,Sandy,0,1,0.57,480,0
11.02,Rice,Black,0,0,0.67,1220,0
5.36,Cotton,Sandy,0,1,0.41,343,0
7.4,Wheat,Clay,1,0,0.68,545,0
5.77,Wheat,Loam,0,0,0.47,1029,0
1.19,Cotton,Black,0,1,0.75,1190,0
4.9,Rice,Clay,1,0,0.31,1109,0
6.31,Rice,Sandy,0,0,0.48,1379,0
10.26,Wheat,Clay,0,0,0.82,1024,0
14.02,Cotton,Black,0,1,0.88,459,0
5.04,Cotton,Black,1,1,0.53,1198,1
2.85,Rice,Clay,0,1,0.79,774,0
3.22,Rice,Black,1,0,0.92,820,0
11.35,Cotton,Black,0,1,0.5,914,0
8.44,Cotton,Loam,0,1,0.23,1085,0
6.43,Millets,Clay,1,0,0.56,1421,0
9.89,Sugarcane,Clay,0,0,0.34,1326,0
9.47,Sugarcane,Loam,1,0,0.75,810,0
4.08,Maize,Clay,1,0,0.84,1210,0
10.35,Cotton,Clay,1,0,0.43,983,0
14.49,Rice,Clay,0,0,0.33,433,0
13.23,Millets,Black,1,0,0.31,829,0
8.35,Cotton,Loam,1,0,0.23,1397,0
8.73,Rice,Sandy,1,0,0.24,1279,0
1.42,Cotton,Sandy,1,1,0.7,853,0
12.79,Cotton,Black,1,1,0.55,1126,1
11.08,Wheat,Clay,1,1,0.61,434,1
4.57,Maize,Sandy,0,1,0.36,1355,0
3.6,Rice,Black,1,0,0.83,1460,0
10.06,Wheat,Black,0,0,0.78,1374,0
4.05,Millets,Black,1,0,0.56,484,0
13.95,Sugarcane,Loam,0,1,0.43,976,0
0.51,Maize,Clay,1,0,0.34,396,0
11.68,Wheat,Sandy,0,1,0.73,1339,0
6.88,Cotton,Loam,1,1,0.86,1220,1
13.49,Wheat,Clay,1,0,0.64,932,0
2.44,Wheat,Black,1,1,0.6,858,1
12.5,Millets,Loam,0,0,0.55,917,0
9.01,Millets,Sandy,1,0,0.43,517,0
13.62,Maize,Black,1,1,0.4,1248,0
2.39,Wheat,Clay,1,0,0.62,1492,0
11.16,Millets,Loam,0,0,0.48,783,0
3.61,Cotton,Sandy,0,0,0.8,1190,0
2.63,Cotton,Sandy,0,0,0.62,562,0
10.75,Rice,Black,1,0,0.86,809,0
13.43,Rice,Black,1,1,0.27,1357,0
10.1,Maize,Sandy,1,1,0.43,810,0
11.97,Cotton,Black,0,1,0.55,874,0
4.45,Rice,Clay,1,1,0.61,1440,1
14.86,Wheat,Clay,0,0,0.93,699,0
11.89,Rice,Clay,1,0,0.71,1279,0
6.99,Sugarcane,Sandy,0,0,0.29,307,0
7.32,Rice,Clay,0,1,0.44,982,0
1.39,Millets,Clay,0,0,0.65,769,0
8.44,Rice,Loam,1,0,0.68,1481,0
13.37,Maize,Sandy,0,1,0.23,872,0
1.57,Millets,Loam,0,0,0.79,409,0
7.18,Sugarcane,Clay,0,0,0.81,557,0
4.32,Cotton,Black,1,1,0.56,957,1
10.8,Wheat,Loam,1,1,0.26,717,0
14.25,Wheat,Sandy,0,1,0.61,553,0
11.13,Cotton,Loam,1,0,0.47,686,0
14.19,Millets,Loam,1,0,0.57,796,0
5.89,Millets,Clay,1,0,0.56,469,0
6.31,Sugarcane,Black,0,0,0.84,725,0
12.21,Wheat,Sandy,1,1,0.59,1355,1
8.56,Sugarcane,Loam,0,0,0.26,1325,0
3.9,Rice,Clay,0,0,0.74,1357,0
8.28,Sugarcane,Loam,1,0,0.8,1248,0
4.32,Sugarcane,Clay,0,1,0.64,1257,0
12.71,Sugarcane,Loam,1,1,0.4,834,0
0.97,Sugarcane,Sandy,1,1,0.28,1459,0
6.69,Maize,Loam,1,1,0.28,1418,0
2.03,Wheat,Clay,1,1,0.36,1091,0
4.55,Sugarcane,Sandy,1,0,0.56,987,0
2.61,Sugarcane,Loam,0,1,0.83,1110,0
2.38,Millets,Loam,1,0,0.42,617,0
12.37,Sugarcane,Black,0,0,0.87,620,0
6.65,Rice,Sandy,1,0,0.61,966,0
8.25,Wheat,Sandy,0,1,0.38,1382,0
0.93,Millets,Loam,0,0,0.83,641,0
9.86,Cotton,Sandy,1,1,0.68,500,1
3.8,Wheat,Clay,0,1,0.72,1402,0
5.28,Wheat,Loam,1,0,0.88,909,0
2.88,Sugarcane,Sandy,1,1,0.64,932,1
2.62,Millets,Clay,1,1,0.71,1150,1
4.98,Rice,Black,0,0,0.57,781,0
2.81,Wheat,Sandy,0,1,0.83,527,0
14.45,Millets,Black,1,0,0.85,1322,0
11.01,Wheat,Loam,0,0,0.54,549,0
7.81,Millets,Clay,1,1,0.73,1030,1
10.23,Millets,Loam,0,1,0.43,1195,0
7.44,Maize,Clay,1,0,0.61,1454,0
0.53,Sugarcane,Sandy,0,0,0.26,1142,0
13.52,Wheat,Black,1,1,0.71,1371,1
13.89,Wheat,Black,0,0,0.9,836,0
10.91,Rice,Loam,0,0,0.33,1438,0
4.51,Rice,Black,1,1,0.51,466,1
2.67,Cotton,Black,0,1,0.42,1500,0
12.81,Sugarcane,Loam,0,1,0.63,337,0
9.1,Millets,Black,0,0,0.87,641,0
8.77,Rice,Loam,0,0,0.78,1273,0
7.52,Rice,Sandy,0,1,0.59,1385,0
14.82,Rice,Black,0,0,0.28,390,0
4.0,Wheat,Clay,0,1,0.51,1355,0
11.77,Maize,Loam,1,1,0.7,384,1
9.38,Sugarcane,Loam,1,0,0.91,338,0
10.9,Sugarcane,Black,1,1,0.8,971,1
8.72,Cotton,Black,1,0,0.33,1136,0
5.92,Maize,Loam,1,1,0.32,1302,0
2.19,Wheat,Loam,0,1,0.74,1125,0
11.34,Millets,Black,1,0,0.23,1047,0
6.4,Sugarcane,Sandy,0,1,0.44,352,0
5.11,Rice,Black,1,0,0.51,1045,0
10.01,Sugarcane,Sandy,1,0,0.57,918,0
8.44,Rice,Sandy,0,0,0.68,346,0
3.13,Cotton,Black,0,1,0.78,1223,0
7.24,Rice,Loam,1,1,0.91,427,1
6.39,Millets,Black,1,0,0.65,777,0
10.09,Sugarcane,Clay,1,1,0.76,1072,1
7.03,Rice,Black,0,1,0.57,1089,0
11.48,Wheat,Clay,0,0,0.89,1027,0
14.49,Maize,Clay,1,0,0.87,1178,0
3.77,Wheat,Black,1,1,0.34,950,0
5.41,Maize,Clay,1,0,0.53,1220,0
7.97,Sugarcane,Loam,0,0,0.44,1466,0
12.73,Millets,Clay,0,1,0.94,787,0
3.27,Wheat,Loam,0,1,0.85,1450,0
1.54,Millets,Loam,0,0,0.8,1331,0
12.83,Cotton,Sandy,1,1,0.85,549,1
12.47,Cotton,Loam,1,1,0.86,1026,1
1.74,Sugarcane,Clay,1,1,0.22,327,0
13.77,Millets,Loam,0,0,0.82,383,0
3.03,Wheat,Loam,0,1,0.58,1040,0
11.25,Cotton,Loam,1,1,0.41,465,0
2.07,Cotton,Black,1,1,0.75,391,1
2.55,Sugarcane,Loam,0,1,0.76,799,0
13.57,Maize,Clay,0,0,0.69,1398,0
5.3,Wheat,Black,1,1,0.93,1026,1
1.95,Rice,Sandy,0,1,0.61,1282,0
3.68,Millets,Clay,1,0,0.53,364,0
11.05,Wheat,Clay,1,0,0.55,841,0
1.71,Sugarcane,Black,1,0,0.77,1227,0
7.64,Sugarcane,Clay,0,0,0.33,1337,0
0.75,Wheat,Clay,1,0,0.56,845,0
7.49,Sugarcane,Sandy,0,1,0.46,614,0
12.19,Millets,Black,1,1,0.5,605,1
12.12,Cotton,Loam,1,1,0.46,1195,0
7.21,Maize,Black,0,1,0.85,760,0
9.09,Cotton,Clay,0,0,0.34,1196,0
8.02,Rice,Clay,1,0,0.83,1176,0
12.94,Wheat,Loam,0,1,0.27,759,0
8.68,Millets,Black,0,1,0.36,363,0
6.05,Millets,Sandy,0,0,0.34,1257,0
11.45,Rice,Clay,0,1,0.49,404,0
8.87,Millets,Sandy,1,1,0.5,1230,1
1.06,Millets,Loam,1,1,0.94,654,0
5.92,Millets,Sandy,1,0,0.68,1056,0
5.4,Wheat,Sandy,1,0,0.85,1206,0
7.78,Rice,Loam,0,0,0.76,749,0
4.97,Maize,Loam,1,0,0.66,1453,0
6.28,Rice,Black,0,1,0.41,1127,0
14.17,Maize,Sandy,1,0,0.71,552,0
6.13,Cotton,Clay,1,1,0.36,499,0
5.52,Maize,Sandy,0,1,0.84,751,0
13.55,Cotton,Sandy,1,1,0.77,782,1
2.51,Sugarcane,Sandy,0,1,0.82,575,0
12.8,Maize,Black,1,0,0.38,452,0
4.3,Maize,Clay,0,0,0.58,1407,0
6.12,Cotton,Loam,0,0,0.2,327,0
7.95,Cotton,Clay,1,1,0.85,878,1
11.93,Sugarcane,Black,0,0,0.5,1471,0
10.68,Sugarcane,Black,1,0,0.6,776,0
4.15,Millets,Sandy,0,0,0.67,669,0
7.25,Cotton,Loam,0,0,0.93,556,0
12.97,Millets,Black,0,0,0.88,602,0
11.59,Millets,Sandy,1,0,0.75,929,0
0.77,Sugarcane,Loam,0,1,0.35,375,0
7.59,Sugarcane,Sandy,1,1,0.57,461,1
0.6,Millets,Black,1,1,0.35,1069,0
2.47,Rice,Black,1,1,0.49,606,0
6.69,Sugarcane,Clay,0,1,0.23,1327,0
13.7,Cotton,Clay,0,1,0.56,1024,0
6.61,Maize,Sandy,1,0,0.83,1259,0
3.41,Millets,Black,1,1,0.38,541,0
14.39,Sugarcane,Black,1,1,0.3,1266,0
10.78,Millets,Black,1,1,0.79,508,1
8.55,Maize,Loam,1,1,0.49,636,0
3.29,Rice,Sandy,0,0,0.79,1018,0
4.41,Wheat,Loam,1,0,0.75,408,0
11.37,Wheat,Clay,1,1,0.37,966,0
4.88,Wheat,Clay,0,0,0.31,565,0
9.64,Cotton,Clay,1,1,0.88,658,1
6.67,Cotton,Sandy,1,0,0.87,606,0
8.31,Maize,Black,1,0,0.83,1381,0
2.16,Millets,Black,0,0,0.39,1056,0
10.28,Cotton,Clay,0,1,0.3,1236,0
9.15,Wheat,Sandy,0,0,0.26,772,0
12.35,Rice,Black,1,1,0.68,966,1
13.63,Cotton,Black,1,0,0.67,519,0
12.36,Millets,Sandy,0,0,0.91,853,0
1.29,Maize,Clay,0,1,0.45,307,0
1.51,Rice,Clay,0,1,0.56,413,0
4.84,Maize,Clay,0,0,0.67,665,0
14.91,Cotton,Black,0,1,0.41,1122,0
11.1,Cotton,Black,0,1,0.8,412,0
13.95,Wheat,Loam,1,1,0.47,521,0
3.84,Wheat,Clay,1,0,0.66,1170,0
4.38,Maize,Sandy,0,1,0.46,452,0
14.38,Maize,Loam,1,0,0.49,1278,0
6.83,Wheat,Sandy,1,0,0.83,598,0
14.36,Wheat,Loam,0,0,0.73,971,0
12.4,Cotton,Black,0,0,0.73,423,0
6.17,Cotton,Clay,1,1,0.26,1238,0
6.14,Millets,Sandy,1,1,0.71,1127,1
8.95,Wheat,Loam,0,0,0.6,831,0
5.74,Wheat,Sandy,1,1,0.69,870,1
11.58,Sugarcane,Loam,1,1,0.4,421,0
3.99,Maize,Clay,1,1,0.68,1475,1
13.48,Millets,Sandy,1,1,0.87,783,1
12.4,Rice,Loam,1,1,0.71,800,1
5.43,Sugarcane,Black,1,1,0.71,894,1
1.87,Wheat,Black,0,1,0.62,1170,0
5.06,Wheat,Clay,0,0,0.79,1489,0
1.15,Wheat,Clay,1,1,0.63,963,0
2.06,Rice,Loam,0,1,0.41,986,0
0.9,Rice,Clay,0,1,0.67,1375,0
6.94,Cotton,Black,1,1,0.83,955,1
5.83,Sugarcane,Black,0,0,0.71,873,0
6.39,Maize,Sandy,0,1,0.92,801,0
6.31,Millets,Loam,0,0,0.45,715,0
5.23,Sugarcane,Black,0,0,0.89,981,0
10.86,Cotton,Black,0,0,0.84,1393,0
11.36,Sugarcane,Black,1,1,0.36,608,0
3.25,Maize,Black,0,1,0.94,1308,0
12.36,Millets,Clay,0,1,0.78,415,0
1.79,Sugarcane,Loam,0,1,0.68,728,0
9.16,Wheat,Sandy,1,1,0.39,1019,0
2.84,Maize,Sandy,0,1,0.77,401,0
11.57,Maize,Black,0,1,0.53,1264,0
12.3,Cotton,Loam,1,1,0.38,1343,0
4.98,Sugarcane,Loam,0,0,0.75,1194,0
9.86,Millets,Clay,1,0,0.31,663,0
9.63,Maize,Black,0,0,0.64,977,0
8.48,Maize,Black,0,0,0.94,876,0
8.55,Rice,Sandy,0,1,0.36,1170,0
14.34,Sugarcane,Sandy,1,1,0.71,1085,1
13.05,Sugarcane,Loam,0,1,0.52,1049,0
8.11,Cotton,Black,0,1,0.63,1220,0
6.92,Rice,Clay,0,1,0.94,1268,0
11.73,Rice,Loam,1,0,0.83,1206,0
13.95,Rice,Clay,0,0,0.68,614,0
14.14,Cotton,Black,0,0,0.21,1446,0
5.1,Rice,Sandy,1,1,0.79,1113,1
3.98,Wheat,Sandy,0,1,0.44,751,0
11.4,Maize,Sandy,1,0,0.94,679,0
5.77,Wheat,Clay,0,0,0.68,333,0
3.79,Sugarcane,Sandy,0,0,0.93,1325,0
0.94,Millets,Black,1,1,0.21,466,0
9.12,Sugarcane,Black,1,1,0.45,432,0
6.97,Wheat,Black,1,1,0.59,674,1
10.31,Cotton,Clay,1,0,0.65,423,0
10.87,Maize,Loam,0,1,0.31,1376,0
2.98,Wheat,Loam,1,1,0.6,933,1
12.96,Sugarcane,Black,1,0,0.63,759,0
11.45,Wheat,Sandy,0,1,0.78,875,0
11.91,Sugarcane,Loam,1,1,0.54,987,1
2.37,Millets,Loam,0,1,0.81,607,0
14.06,Cotton,Sandy,1,0,0.77,514,0
5.3,Sugarcane,Clay,0,1,0.73,1260,0
1.29,Rice,Clay,1,1,0.75,402,0
3.45,Sugarcane,Black,0,1,0.68,1059,0
2.49,Maize,Clay,1,0,0.51,1480,0
1.04,Rice,Black,1,0,0.39,350,0
8.79,Sugarcane,Loam,0,0,0.29,317,0
10.27,Sugarcane,Sandy,0,1,0.87,1067,0
12.82,Cotton,Sandy,0,1,0.29,951,0
8.27,Maize,Clay,1,1,0.87,529,1
0.99,Maize,Black,0,1,0.6,1315,0
3.96,Cotton,Clay,0,0,0.66,966,0
6.14,Sugarcane,Sandy,1,1,0.82,331,1
6.12,Rice,Loam,1,0,0.27,1292,0
6.11,Millets,Loam,0,1,0.4,922,0
3.69,Rice,Loam,1,1,0.88,475,1
12.7,Cotton,Black,0,0,0.37,703,0
7.0,Cotton,Sandy,0,1,0.55,630,0
5.88,Sugarcane,Black,1,1,0.74,662,1
6.18,Sugarcane,Loam,1,0,0.45,1468,0
14.63,Rice,Clay,0,0,0.52,1182,0
11.6,Cotton,Clay,1,1,0.7,446,1
7.27,Millets,Sandy,1,0,0.6,310,0
10.46,Rice,Loam,0,0,0.71,896,0
10.13,Rice,Sandy,1,0,0.37,458,0
9.42,Maize,Black,1,0,0.38,530,0
9.02,Rice,Loam,0,1,0.73,549,0
4.77,Rice,Black,1,0,0.8,597,0
1.33,Millets,Sandy,0,1,0.36,1060,0
8.29,Wheat,Clay,0,0,0.92,926,0
9.79,Millets,Clay,1,1,0.65,1279,1
10.38,Sugarcane,Black,0,1,0.39,1447,0
2.36,Rice,Loam,0,0,0.92,1455,0
11.16,Cotton,Sandy,0,1,0.68,835,0
0.93,Sugarcane,Loam,0,1,0.62,860,0
13.24,Maize,Black,0,1,0.34,1434,0
8.47,Sugarcane,Sandy,1,0,0.56,1226,0
3.71,Maize,Clay,0,1,0.69,1239,0
6.98,Cotton,Sandy,0,0,0.69,1331,0
13.47,Maize,Sandy,0,0,0.93,1256,0
8.95,Millets,Loam,0,1,0.77,1474,0
8.42,Wheat,Black,1,0,0.34,784,0
1.33,Maize,Black,1,1,0.67,655,0
7.35,Millets,Clay,1,1,0.51,1198,1
9.49,Sugarcane,Sandy,1,1,0.29,800,0
10.3,Cotton,Loam,0,1,0.47,1223,0
11.54,Maize,Sandy,0,1,0.84,598,0
8.52,Rice,Clay,1,0,0.26,1234,0
11.15,Cotton,Sandy,1,0,0.56,1168,0
11.44,Maize,Loam,0,0,0.28,487,0
14.63,Maize,Sandy,0,1,0.6,1302,0
12.79,Sugarcane,Loam,0,0,0.57,992,0
6.38,Millets,Black,0,0,0.42,878,0
6.17,Cotton,Clay,0,0,0.81,426,0
1.35,Cotton,Loam,0,1,0.55,351,0
11.89,Wheat,Clay,1,1,0.48,1408,0
14.62,Rice,Sandy,1,0,0.93,327,0
6.33,Maize,Sandy,1,0,0.68,607,0
8.61,Maize,Black,0,0,0.37,399,0
6.76,Maize,Sandy,1,0,0.24,1056,0
11.41,Rice,Loam,0,1,0.86,1275,0
8.33,Millets,Clay,0,0,0.63,878,0
