Area,Crop,Soil,NDVI,Rainfall,Carbon
7.91,Cotton,Sandy,0.34,1180,1.52
13.53,Rice,Black,0.85,689,6.97
11.23,Sugarcane,Sandy,0.47,929,5.88
7.08,Sugarcane,Sandy,0.65,758,4.19
12.81,Cotton,Clay,0.33,1092,2.77
11.31,Cotton,Sandy,0.65,933,3.29
3.62,Millets,Black,0.55,668,0.73
7.09,Sugarcane,Sandy,0.64,1013,5.52
2.08,Wheat,Clay,0.44,1429,0.92
11.42,Cotton,Sandy,0.78,1277,5.46
4.49,Cotton,Black,0.45,563,0.75
6.45,Sugarcane,Sandy,0.73,1214,6.86
1.37,Maize,Loam,0.79,678,0.79
7.32,Rice,Black,0.33,819,1.74
12.97,Millets,Loam,0.49,879,3.35
3.82,Wheat,Loam,0.64,929,1.91
11.7,Millets,Clay,0.63,1379,5.08
3.71,Cotton,Clay,0.62,556,0.77
3.31,Maize,Black,0.46,335,0.5
10.72,Wheat,Loam,0.63,604,3.43
7.53,Cotton,Loam,0.48,1238,3.22
3.17,Millets,Loam,0.38,1037,0.75
10.6,Rice,Clay,0.69,1340,7.84
1.29,Wheat,Clay,0.37,909,0.3
10.16,Cotton,Loam,0.44,525,1.69
11.58,Cotton,Sandy,0.95,1214,6.41
10.19,Maize,Sandy,0.59,1083,4.69
12.5,Cotton,Sandy,0.38,1309,2.98
13.74,Sugarcane,Loam,0.37,1388,12.7
3.01,Rice,Sandy,0.88,480,0.81
12.03,Sugarcane,Clay,0.31,535,2.99
14.0,Rice,Black,0.48,1402,8.29
14.53,Millets,Black,0.66,1325,6.99
10.64,Wheat,Black,0.67,1029,5.65
7.28,Sugarcane,Black,0.77,1451,13.42
9.95,Maize,Loam,0.57,1400,8.58
11.89,Cotton,Loam,0.84,1354,9.74
13.81,Wheat,Black,0.77,1336,10.94
5.13,Wheat,Sandy,0.86,820,2.03
8.38,Sugarcane,Sandy,0.37,1262,4.7
13.08,Millets,Loam,0.77,848,5.12
8.26,Sugarcane,Clay,0.52,1021,6.58
14.56,Wheat,Black,0.7,1296,10.17
6.25,Maize,Loam,0.39,1191,3.14
2.88,Rice,Clay,0.75,1403,2.42
7.8,Millets,Black,0.59,608,1.54
3.11,Rice,Loam,0.8,572,1.37
6.89,Millets,Sandy,0.4,893,0.98
10.74,Maize,Clay,0.89,1278,10.99
11.72,Rice,Clay,0.48,530,2.39
10.24,Wheat,Black,0.69,1164,6.33
4.13,Sugarcane,Clay,0.76,612,2.88
6.96,Rice,Sandy,0.4,1072,1.91
6.83,Sugarcane,Black,0.63,650,4.61
7.06,Millets,Black,0.65,1051,2.65
12.81,Cotton,Black,0.52,1328,5.84
6.14,Cotton,Loam,0.66,1188,3.47
8.08,Sugarcane,Clay,0.71,965,8.3
3.03,Wheat,Clay,0.49,375,0.39
2.58,Millets,Clay,0.64,637,0.53
9.74,Sugarcane,Black,0.62,1245,12.41
7.11,Sugarcane,Sandy,0.93,1300,10.32
2.54,Rice,Loam,0.67,340,0.56
10.22,Wheat,Clay,0.62,603,2.67
10.81,Cotton,Loam,0.36,390,1.09
6.09,Cotton,Clay,0.33,488,0.59
12.02,Wheat,Black,0.87,1297,10.44
1.84,Wheat,Clay,0.44,851,0.48
8.18,Wheat,Clay,0.44,854,2.15
6.49,Millets,Sandy,0.92,620,1.48
5.71,Wheat,Black,0.47,342,0.71
7.66,Millets,Clay,0.91,1180,4.11
12.23,Sugarcane,Loam,0.86,446,8.44
10.83,Sugarcane,Sandy,0.8,443,4.61
12.42,Cotton,Loam,0.6,1207,6.48
2.01,Maize,Clay,0.81,428,0.63
10.78,Cotton,Clay,0.87,1209,6.8
1.17,Millets,Sandy,0.44,1484,0.31
1.6,Sugarcane,Sandy,0.65,450,0.56
11.84,Maize,Black,0.4,1355,6.35
1.68,Millets,Clay,0.53,361,0.16
7.35,Cotton,Sandy,0.95,946,3.17
13.83,Cotton,Clay,0.43,1210,4.32
14.7,Sugarcane,Black,0.87,1288,27.18
10.61,Cotton,Loam,0.77,525,3.09
1.54,Maize,Clay,0.77,628,0.67
7.26,Maize,Black,0.65,1287,6.01
4.62,Millets,Sandy,0.69,452,0.58
6.01,Maize,Sandy,0.83,1336,4.8
13.4,Maize,Loam,0.66,1275,12.18
2.67,Maize,Loam,0.5,998,1.44
5.71,Sugarcane,Clay,0.67,652,3.74
13.93,Maize,Clay,0.85,549,5.85
1.74,Millets,Black,0.52,529,0.26
5.03,Sugarcane,Black,0.83,677,4.66
7.32,Cotton,Black,0.33,671,1.07
10.12,Sugarcane,Sandy,0.42,776,3.96
1.61,Maize,Clay,0.58,415,0.35
10.6,Sugarcane,Sandy,0.69,789,6.92
8.66,Sugarcane,Black,0.91,635,8.26
8.11,Wheat,Clay,0.53,795,2.39
12.16,Rice,Clay,0.72,1446,10.13
6.9,Wheat,Sandy,0.59,1431,3.26
3.98,Cotton,Loam,0.37,917,0.97
7.62,Wheat,Black,0.89,787,4.11
5.57,Rice,Loam,0.8,444,1.9
9.45,Wheat,Clay,0.89,361,2.13
9.72,Maize,Black,0.95,1072,9.8
10.59,Millets,Black,0.5,795,2.32
10.23,Rice,Black,0.47,823,3.48
9.47,Millets,Clay,0.4,935,1.77
14.94,Rice,Sandy,0.68,847,5.51
14.39,Sugarcane,Sandy,0.67,995,11.51
6.46,Maize,Clay,0.77,1463,6.55
7.59,Sugarcane,Loam,0.92,561,7.05
9.13,Sugarcane,Loam,0.94,465,7.18
12.33,Millets,Loam,0.65,1232,5.92
13.94,Millets,Clay,0.59,1286,5.29
12.53,Rice,Clay,0.52,1372,7.15
7.99,Cotton,Sandy,0.86,1108,3.65
11.88,Rice,Loam,0.95,1049,11.37
5.38,Rice,Black,0.82,613,2.38
6.9,Wheat,Clay,0.49,583,1.38
13.78,Sugarcane,Loam,0.54,866,11.6
11.87,Maize,Loam,0.45,839,4.84
5.88,Wheat,Black,0.56,811,2.06
6.23,Wheat,Loam,0.39,439,0.9
2.78,Rice,Clay,0.81,957,1.72
5.07,Cotton,Sandy,0.63,1491,2.29
6.18,Sugarcane,Black,0.56,1115,6.37
7.17,Sugarcane,Black,0.87,872,8.98
5.13,Cotton,Clay,0.92,472,1.34
2.96,Maize,Loam,0.81,687,1.78
1.13,Maize,Sandy,0.9,1458,1.07
6.17,Rice,Sandy,0.6,707,1.68
2.72,Maize,Loam,0.73,1412,3.03
6.54,Maize,Loam,0.83,1167,6.84
6.72,Maize,Black,0.73,457,2.22
2.93,Wheat,Clay,0.7,587,0.84
12.07,Rice,Black,0.41,1043,4.54
14.51,Maize,Clay,0.59,354,2.73
2.01,Millets,Sandy,0.7,651,0.37
2.21,Millets,Loam,0.56,355,0.26
13.88,Sugarcane,Loam,0.8,329,6.58
6.77,Wheat,Black,0.47,537,1.32
12.15,Rice,Loam,0.51,1463,8.7
13.02,Rice,Loam,0.6,900,6.75
14.41,Cotton,Clay,0.55,1399,6.65
13.34,Sugarcane,Loam,0.84,1033,20.84
11.61,Sugarcane,Loam,0.3,377,2.36
1.97,Millets,Clay,0.6,766,0.45
4.22,Rice,Sandy,0.76,864,1.77
1.21,Rice,Clay,0.76,1181,0.87
9.63,Sugarcane,Clay,0.48,627,4.35
6.26,Millets,Loam,0.77,1234,3.57
5.35,Millets,Sandy,0.74,1491,2.36
9.61,Maize,Sandy,0.79,1106,6.05
7.18,Millets,Loam,0.44,984,1.87
7.07,Rice,Black,0.62,1285,4.96
13.94,Wheat,Sandy,0.6,875,4.1
7.28,Wheat,Loam,0.84,1197,6.15
4.01,Rice,Black,0.72,1073,2.73
6.39,Rice,Loam,0.5,310,0.95
2.56,Rice,Black,0.8,1433,2.58
4.53,Maize,Sandy,0.49,1436,2.29
5.33,Sugarcane,Loam,0.49,722,3.39
14.79,Sugarcane,Loam,0.4,1319,14.05
14.5,Rice,Clay,0.67,911,7.08
10.04,Wheat,Clay,0.86,753,4.55
5.73,Millets,Sandy,0.8,1079,1.98
3.64,Wheat,Loam,0.61,437,0.82
13.93,Millets,Black,0.32,313,0.77
1.93,Wheat,Sandy,0.4,1286,0.56
8.71,Maize,Sandy,0.48,1089,3.28
13.85,Wheat,Black,0.68,1196,8.67
13.42,Wheat,Clay,0.56,1413,7.43
11.4,Millets,Sandy,0.92,652,2.74
3.24,Sugarcane,Black,0.65,529,1.84
10.42,Cotton,Black,0.81,377,2.1
5.41,Cotton,Clay,0.33,412,0.44
13.32,Wheat,Loam,0.51,1030,5.88
11.33,Cotton,Sandy,0.6,359,1.17
6.0,Wheat,Black,0.74,1244,4.25
6.23,Rice,Black,0.77,1054,4.45
13.41,Maize,Clay,0.79,334,3.18
14.01,Cotton,Loam,0.48,1481,7.17
11.2,Wheat,Clay,0.36,463,1.31
9.6,Rice,Sandy,0.71,1198,5.23
7.33,Maize,Sandy,0.92,1334,6.48
4.98,Millets,Sandy,0.6,777,0.93
6.11,Sugarcane,Sandy,0.31,1007,2.29
12.78,Cotton,Sandy,0.42,460,1.19
2.86,Rice,Clay,0.83,332,0.63
1.62,Millets,Sandy,0.93,454,0.27
4.86,Wheat,Black,0.71,1144,3.04
10.61,Sugarcane,Sandy,0.62,694,5.48
1.16,Cotton,Black,0.63,1154,0.56
3.52,Maize,Clay,0.43,975,1.33
10.2,Cotton,Clay,0.5,595,1.82
8.62,Millets,Loam,0.6,588,1.82
1.27,Wheat,Loam,0.43,532,0.24
7.87,Millets,Sandy,0.52,955,1.56
8.23,Cotton,Clay,0.57,393,1.11
9.89,Cotton,Black,0.32,1387,2.9
14.97,Maize,Black,0.92,942,12.84
6.34,Wheat,Loam,0.31,329,0.54
10.16,Maize,Clay,0.67,495,3.03
5.2,Sugarcane,Loam,0.44,738,3.04
12.35,Cotton,Sandy,0.61,795,2.87
11.99,Rice,Loam,0.6,692,4.78
9.55,Millets,Clay,0.36,588,1.01
1.3,Wheat,Clay,0.9,1066,0.87
14.46,Sugarcane,Black,0.91,1459,31.68
9.23,Rice,Loam,0.31,920,2.53
14.93,Sugarcane,Clay,0.39,831,7.26
6.71,Sugarcane,Sandy,0.46,920,3.41
10.01,Millets,Black,0.71,1254,4.9
14.29,Rice,Clay,0.75,367,3.15
10.12,Wheat,Loam,0.5,604,2.57
7.88,Cotton,Sandy,0.3,1184,1.34
4.19,Wheat,Black,0.4,799,1.03
3.64,Millets,Clay,0.9,638,1.05
8.03,Maize,Clay,0.35,791,2.0
10.66,Sugarcane,Sandy,0.95,627,7.62
9.44,Sugarcane,Clay,0.39,1308,7.22
7.94,Wheat,Loam,0.35,964,2.25
14.79,Sugarcane,Loam,0.49,608,7.93
6.98,Maize,Black,0.9,1339,8.33
12.67,Millets,Clay,0.56,1463,5.19
8.92,Maize,Loam,0.44,419,1.78
6.62,Maize,Black,0.78,1015,5.19
5.64,Millets,Loam,0.38,909,1.17
5.9,Sugarcane,Clay,0.63,1471,8.2
6.15,Rice,Loam,0.87,642,3.3
2.45,Maize,Clay,0.64,439,0.62
11.44,Maize,Sandy,0.43,705,2.5
12.39,Wheat,Loam,0.66,752,5.17
7.19,Millets,Loam,0.56,1454,3.51
7.53,Wheat,Black,0.84,493,2.4
13.53,Rice,Loam,0.64,330,2.74
6.54,Cotton,Loam,0.46,1141,2.47
2.75,Maize,Black,0.58,512,0.81
4.22,Wheat,Clay,0.74,1314,2.87
9.03,Rice,Black,0.57,358,1.62
7.32,Millets,Black,0.89,1386,4.97
7.23,Wheat,Sandy,0.45,1274,2.32
10.66,Wheat,Clay,0.51,1462,5.56
14.37,Cotton,Clay,0.71,699,4.28
12.22,Wheat,Loam,0.53,1070,5.82
6.32,Millets,Black,0.67,1477,3.44
11.13,Sugarcane,Clay,0.55,1394,12.8
3.31,Maize,Black,0.57,830,1.55
8.26,Sugarcane,Loam,0.38,890,5.03
4.1,Rice,Loam,0.64,433,1.09
7.0,Cotton,Black,0.91,1138,4.78
2.22,Cotton,Loam,0.9,622,0.89
14.59,Cotton,Black,0.46,1074,4.76
3.91,Millets,Sandy,0.44,1254,0.86
2.06,Cotton,Black,0.63,1178,1.01
8.14,Millets,Sandy,0.81,956,2.52
5.62,Wheat,Clay,0.35,658,0.91
6.46,Millets,Loam,0.54,355,0.74
11.06,Millets,Clay,0.62,1354,4.64
9.77,Wheat,Sandy,0.6,1362,4.47
9.0,Maize,Black,0.94,1247,10.44
2.62,Rice,Black,0.6,1238,1.71
6.66,Millets,Black,0.38,1032,1.44
14.53,Sugarcane,Sandy,0.91,503,7.98
11.64,Millets,Sandy,0.68,1455,4.61
10.66,Rice,Clay,0.79,935,6.3
6.28,Wheat,Loam,0.85,448,2.01
14.46,Maize,Sandy,0.4,1211,5.04
6.84,Sugarcane,Sandy,0.84,489,3.37
3.73,Rice,Black,0.73,652,1.56
8.08,Cotton,Clay,0.51,551,1.36
5.54,Millets,Loam,0.36,1232,1.47
12.52,Rice,Clay,0.52,1174,6.11
3.25,Wheat,Clay,0.79,313,0.56
11.38,Sugarcane,Loam,0.52,377,4.02
6.76,Sugarcane,Black,0.94,539,5.65
8.54,Cotton,Sandy,0.38,1362,2.12
3.95,Maize,Loam,0.32,912,1.24
9.77,Maize,Clay,0.69,843,5.11
12.83,Rice,Clay,0.68,1223,8.54
8.53,Rice,Sandy,0.69,354,1.33
14.58,Millets,Sandy,0.41,325,0.78
6.05,Millets,Black,0.92,326,1.0
6.06,Sugarcane,Black,0.68,1048,7.13
13.24,Wheat,Clay,0.63,764,4.46
4.6,Cotton,Sandy,0.58,658,0.84
6.23,Cotton,Clay,0.93,1458,5.07
12.01,Millets,Loam,0.86,350,2.17
2.55,Wheat,Sandy,0.36,742,0.38
8.21,Millets,Clay,0.85,1143,3.99
4.69,Sugarcane,Black,0.34,683,1.8
8.95,Sugarcane,Black,0.89,360,4.73
9.54,Maize,Loam,0.34,1259,4.41
4.34,Cotton,Sandy,0.5,1352,1.41
7.17,Maize,Clay,0.5,1346,4.34
5.33,Rice,Loam,0.44,1446,3.26
2.3,Millets,Sandy,0.95,1008,0.88
12.74,Maize,Loam,0.73,1460,14.66
5.88,Millets,Loam,0.68,1399,3.36
6.58,Maize,Clay,0.62,777,2.85
3.18,Wheat,Sandy,0.37,1377,0.91
2.49,Wheat,Loam,0.47,1384,1.36
13.74,Maize,Sandy,0.53,1032,5.41
2.63,Sugarcane,Sandy,0.64,406,0.82
4.59,Rice,Loam,0.89,1166,4.57
11.46,Maize,Loam,0.73,1291,11.66
4.59,Millets,Black,0.34,511,0.44
7.27,Rice,Loam,0.81,1461,8.26
12.06,Wheat,Clay,0.41,1472,5.09
9.71,Millets,Black,0.37,336,0.66
8.36,Cotton,Black,0.31,1301,2.23
10.17,Millets,Black,0.44,847,2.08
4.69,Maize,Clay,0.38,1256,2.01
11.86,Millets,Clay,0.62,524,1.93
2.11,Wheat,Black,0.7,566,0.64
12.5,Sugarcane,Loam,0.79,1179,20.96
8.06,Millets,Loam,0.93,1256,5.65
11.32,Maize,Black,0.72,1384,11.17
7.57,Maize,Loam,0.76,1225,7.61
3.2,Maize,Black,0.42,629,0.84
3.48,Sugarcane,Black,0.75,731,3.15
14.42,Rice,Black,0.51,575,3.72
3.38,Rice,Clay,0.74,1008,2.02
13.5,Millets,Black,0.39,432,1.25
9.7,Millets,Sandy,0.49,773,1.47
10.8,Cotton,Black,0.44,1090,3.42
12.13,Wheat,Loam,0.3,1378,4.21
13.44,Maize,Black,0.31,769,3.17
4.58,Wheat,Sandy,0.74,1127,2.14
10.9,Sugarcane,Sandy,0.72,1393,13.12
14.42,Millets,Clay,0.83,1248,7.47
11.85,Maize,Sandy,0.49,1467,6.13
13.93,Maize,Clay,0.9,394,4.45
9.21,Millets,Sandy,0.67,1226,3.03
8.37,Maize,Loam,0.34,937,2.88
12.15,Cotton,Loam,0.3,1071,2.81
14.89,Millets,Clay,0.79,327,1.92
1.26,Rice,Black,0.44,762,0.37
2.21,Maize,Black,0.55,1432,1.72
10.53,Millets,Clay,0.75,1472,5.81
11.62,Cotton,Clay,0.69,844,4.06
4.97,Wheat,Sandy,0.86,910,2.18
7.87,Wheat,Loam,0.51,846,2.85
9.08,Millets,Sandy,0.51,948,1.76
14.74,Sugarcane,Clay,0.95,1105,23.21
9.48,Maize,Sandy,0.65,667,2.96
12.08,Maize,Loam,0.35,1174,5.36
5.85,Cotton,Clay,0.58,1153,2.35
10.52,Maize,Clay,0.32,892,2.7
13.37,Sugarcane,Loam,0.69,1037,17.22
10.6,Wheat,Clay,0.76,1200,6.77
14.15,Cotton,Black,0.57,1199,6.38
11.93,Maize,Black,0.35,895,3.7
10.12,Rice,Clay,0.75,1311,7.96
12.95,Rice,Clay,0.74,1417,10.86
12.24,Millets,Clay,0.31,935,1.77
12.56,Cotton,Sandy,0.53,870,2.78
11.22,Sugarcane,Clay,0.49,836,6.89
7.67,Rice,Clay,0.68,869,3.63
14.06,Cotton,Black,0.78,1087,7.87
12.77,Millets,Clay,0.34,454,0.99
14.27,Cotton,Black,0.73,1146,7.88
7.22,Cotton,Black,0.46,374,0.82
6.61,Rice,Clay,0.6,615,1.95
5.23,Rice,Sandy,0.74,992,2.46
11.45,Maize,Clay,0.51,832,4.37
7.76,Maize,Loam,0.79,658,4.36
7.66,Wheat,Clay,0.75,515,2.07
3.93,Rice,Loam,0.7,1140,3.01
13.7,Maize,Sandy,0.38,736,2.76
13.34,Sugarcane,Clay,0.7,467,6.54
14.25,Rice,Clay,0.31,550,1.94
8.34,Millets,Sandy,0.36,880,1.06
5.75,Sugarcane,Sandy,0.4,871,2.4
6.41,Sugarcane,Loam,0.52,824,4.94
11.96,Maize,Black,0.4,819,3.88
5.63,Sugarcane,Black,0.9,795,6.65
3.68,Sugarcane,Loam,0.53,712,2.5
6.89,Sugarcane,Loam,0.83,1463,15.06
4.77,Wheat,Sandy,0.36,1462,1.41
1.5,Millets,Sandy,0.85,749,0.38
12.98,Millets,Black,0.92,636,4.18
5.66,Cotton,Loam,0.94,933,3.57
6.54,Wheat,Clay,0.41,426,0.8
9.38,Sugarcane,Sandy,0.5,1469,8.27
4.62,Millets,Loam,0.57,1009,1.59
4.87,Maize,Black,0.82,564,2.23
14.51,Wheat,Clay,0.61,767,4.75
11.02,Rice,Sandy,0.77,358,1.94
1.68,Sugarcane,Clay,0.52,741,0.97
10.5,Wheat,Black,0.63,1389,7.07
12.13,Rice,Black,0.57,1331,8.1
5.53,Maize,Black,0.39,686,1.46
3.27,Maize,Sandy,0.3,1358,0.96
14.5,Wheat,Loam,0.6,641,4.68
13.02,Millets,Clay,0.38,665,1.65
12.04,Maize,Loam,0.92,1173,14.03
13.19,Wheat,Black,0.4,1082,4.4
7.46,Wheat,Black,0.33,1050,1.99
7.6,Maize,Loam,0.88,725,5.24
3.01,Cotton,Black,0.62,1312,1.62
13.27,Sugarcane,Clay,0.71,1289,18.22
1.67,Rice,Loam,0.53,721,0.61
1.45,Rice,Clay,0.53,1215,0.75
7.28,Sugarcane,Clay,0.45,689,3.39
1.41,Cotton,Loam,0.72,616,0.45
11.49,Sugarcane,Loam,0.31,1376,8.82
7.44,Wheat,Black,0.64,531,1.95
1.05,Maize,Black,0.71,420,0.31
3.07,Millets,Sandy,0.64,399,0.31
5.8,Cotton,Clay,0.54,1169,2.2
5.22,Millets,Sandy,0.47,1072,1.05
11.62,Millets,Black,0.49,410,1.28
7.35,Wheat,Clay,0.81,952,3.97
12.61,Millets,Sandy,0.78,540,2.12
6.04,Rice,Sandy,0.41,491,0.78
7.04,Rice,Clay,0.32,1015,1.83
9.18,Maize,Sandy,0.84,1087,6.04
6.06,Wheat,Loam,0.71,1207,4.36
7.95,Rice,Sandy,0.7,748,2.66
2.14,Maize,Sandy,0.3,345,0.16
2.69,Cotton,Clay,0.56,1138,1.03
4.5,Sugarcane,Loam,0.78,1083,6.84
7.5,Cotton,Loam,0.77,1000,4.16
11.96,Wheat,Clay,0.59,550,2.72
7.82,Millets,Sandy,0.54,1194,2.02
4.2,Cotton,Loam,0.33,387,0.39
13.62,Wheat,Black,0.9,598,5.64
9.32,Wheat,Loam,0.57,1266,5.65
3.79,Cotton,Loam,0.92,1181,2.96
7.0,Millets,Sandy,0.7,1465,2.87
13.63,Sugarcane,Clay,0.6,869,10.66
14.53,Cotton,Loam,0.32,1316,4.41
13.39,Rice,Loam,0.78,872,8.74
7.24,Millets,Sandy,0.38,1255,1.38
6.92,Wheat,Black,0.36,486,0.93
8.48,Millets,Loam,0.58,459,1.35
2.61,Wheat,Sandy,0.94,1050,1.44
14.6,Rice,Sandy,0.55,767,3.94
5.47,Wheat,Loam,0.54,711,1.76
8.3,Sugarcane,Clay,0.32,1006,4.01
6.03,Rice,Clay,0.46,338,0.75
14.9,Maize,Clay,0.31,1365,5.67
7.68,Sugarcane,Black,0.38,639,3.08
8.6,Wheat,Sandy,0.85,1042,4.27
10.89,Maize,Black,0.53,1454,8.31
3.76,Rice,Sandy,0.32,960,0.74
11.44,Cotton,Clay,0.74,388,1.97
1.38,Cotton,Sandy,0.8,658,0.35
9.81,Cotton,Loam,0.67,515,2.44
5.22,Cotton,Black,0.43,1336,1.98
1.66,Sugarcane,Black,0.69,1393,2.63
3.61,Rice,Clay,0.93,533,1.43
12.33,Sugarcane,Loam,0.38,367,3.1
12.53,Rice,Clay,0.41,361,1.48
11.75,Wheat,Black,0.39,996,3.51
7.44,Sugarcane,Sandy,0.47,1127,4.73
11.6,Rice,Loam,0.4,927,4.13
5.89,Rice,Sandy,0.42,922,1.46
5.98,Wheat,Clay,0.66,1245,3.44
14.44,Sugarcane,Clay,0.59,663,8.47
14.15,Maize,Black,0.7,455,4.46
14.69,Wheat,Clay,0.41,1177,4.96
8.96,Cotton,Sandy,0.59,1138,2.89
14.8,Cotton,Loam,0.46,1151,5.64
12.61,Sugarcane,Clay,0.9,746,12.7
9.3,Maize,Loam,0.87,638,5.58
7.92,Sugarcane,Black,0.73,989,9.43
12.06,Millets,Clay,0.59,1241,4.42
10.82,Millets,Sandy,0.49,963,2.04
11.47,Rice,Clay,0.77,683,4.83
1.31,Millets,Clay,0.91,665,0.4
7.58,Wheat,Black,0.9,1137,5.97
10.52,Sugarcane,Clay,0.87,674,9.25
9.69,Sugarcane,Loam,0.7,645,7.88
12.71,Cotton,Sandy,0.57,900,3.13
12.01,Cotton,Loam,0.71,1494,9.17
9.31,Sugarcane,Sandy,0.59,486,3.2
7.17,Sugarcane,Clay,0.85,1238,11.32
11.07,Wheat,Loam,0.92,1277,10.92
5.14,Maize,Clay,0.53,1284,3.15
4.17,Sugarcane,Black,0.7,556,2.68
14.49,Rice,Sandy,0.41,1491,5.67
11.22,Sugarcane,Clay,0.7,1121,13.21
9.4,Rice,Clay,0.42,1172,3.7
3.87,Rice,Loam,0.66,1014,2.49
7.97,Wheat,Black,0.63,760,2.94
14.89,Sugarcane,Black,0.58,1196,17.04
8.15,Rice,Black,0.69,1085,5.37
5.0,Millets,Black,0.31,816,0.7
1.37,Maize,Black,0.42,1256,0.72
10.2,Millets,Clay,0.7,1486,5.31
12.26,Sugarcane,Sandy,0.44,534,3.46
1.18,Wheat,Loam,0.61,534,0.32
4.5,Sugarcane,Sandy,0.47,1360,3.45
6.79,Maize,Sandy,0.87,748,3.18
3.98,Sugarcane,Black,0.78,749,3.84
12.75,Maize,Clay,0.44,537,2.71
5.72,Sugarcane,Clay,0.5,987,4.23
14.19,Millets,Loam,0.44,909,3.41
3.81,Wheat,Clay,0.7,1191,2.22
14.4,Cotton,Sandy,0.57,419,1.65
3.3,Sugarcane,Black,0.39,1469,3.12
5.59,Cotton,Loam,0.39,1168,1.83
14.99,Sugarcane,Black,0.66,1317,21.5
5.67,Rice,Black,0.64,1489,4.75
5.12,Millets,Black,0.7,1072,2.11
14.6,Cotton,Clay,0.48,978,4.11
1.1,Rice,Sandy,0.61,918,0.39
14.8,Millets,Sandy,0.92,1024,5.58
11.42,Maize,Loam,0.42,1330,6.89
4.27,Millets,Black,0.55,709,0.92
5.19,Maize,Sandy,0.88,1226,4.03
4.43,Wheat,Sandy,0.57,973,1.38
14.96,Rice,Clay,0.89,1148,12.23
8.85,Maize,Loam,0.66,906,5.72
12.92,Millets,Black,0.46,789,2.58
10.69,Maize,Loam,0.5,426,2.46
12.12,Millets,Loam,0.52,561,2.12
12.01,Rice,Sandy,0.56,1358,5.85
13.44,Sugarcane,Black,0.54,957,11.46
5.09,Rice,Black,0.45,1248,2.52
10.29,Cotton,Clay,0.81,958,4.79
13.18,Cotton,Black,0.42,491,1.79
12.07,Wheat,Loam,0.85,978,8.43
11.62,Rice,Black,0.55,343,1.93
11.72,Maize,Sandy,0.65,906,4.97
8.82,Cotton,Black,0.81,1149,5.42
4.83,Wheat,Clay,0.38,318,0.41
6.36,Cotton,Loam,0.75,505,1.73
6.68,Sugarcane,Black,0.81,1430,12.77
1.63,Millets,Loam,0.78,1044,0.8
6.14,Cotton,Black,0.57,699,1.61
14.84,Millets,Sandy,0.33,634,1.24
11.02,Wheat,Sandy,0.3,1447,2.68
10.07,Rice,Black,0.8,1308,9.27
3.69,Rice,Sandy,0.81,1420,2.72
2.33,Cotton,Sandy,0.47,314,0.17
2.14,Rice,Loam,0.52,555,0.59
12.85,Sugarcane,Black,0.78,921,15.23
1.32,Maize,Clay,0.64,1379,1.05
13.4,Wheat,Loam,0.6,1050,7.09
3.55,Sugarcane,Loam,0.34,747,1.62
1.24,Wheat,Clay,0.62,693,0.37
2.79,Maize,Clay,0.53,1429,1.9
8.13,Sugarcane,Clay,0.86,499,5.23
1.25,Rice,Clay,0.76,1302,0.99
6.57,Millets,Black,0.81,956,2.8
2.49,Millets,Loam,0.62,537,0.5
10.86,Millets,Loam,0.3,1129,2.21
6.81,Cotton,Loam,0.91,1061,4.73
13.96,Millets,Loam,0.86,434,3.13
9.99,Maize,Sandy,0.49,1387,4.89
13.93,Maize,Loam,0.61,1364,12.52
12.54,Sugarcane,Loam,0.41,864,8.0
6.58,Maize,Sandy,0.61,970,2.8
1.7,Millets,Sandy,0.83,664,0.37
5.29,Millets,Clay,0.57,1011,1.52
6.66,Millets,Black,0.52,691,1.32
4.07,Wheat,Clay,0.68,749,1.45
9.74,Millets,Black,0.55,843,2.48
6.99,Millets,Loam,0.56,1008,2.37
8.15,Wheat,Sandy,0.83,747,2.83
10.01,Maize,Sandy,0.41,915,2.7
6.52,Sugarcane,Loam,0.38,1095,4.88
3.07,Wheat,Sandy,0.48,1449,1.2
10.79,Rice,Black,0.89,506,4.28
3.11,Wheat,Loam,0.78,364,0.74
7.82,Sugarcane,Loam,0.9,1111,14.07
12.36,Wheat,Clay,0.37,1025,3.28
6.41,Maize,Loam,0.82,1247,7.08
11.82,Maize,Loam,0.81,1315,13.6
5.03,Wheat,Loam,0.95,956,3.84
7.85,Cotton,Loam,0.87,1041,5.12
9.28,Millets,Black,0.4,1320,2.69
9.4,Wheat,Sandy,0.95,1030,5.15
13.59,Millets,Clay,0.42,594,1.7
2.75,Cotton,Loam,0.68,1038,1.4
9.29,Cotton,Sandy,0.87,1049,4.07
5.17,Sugarcane,Clay,0.8,732,4.54
9.01,Millets,Black,0.54,946,2.53
14.41,Millets,Black,0.57,453,2.05
12.69,Cotton,Clay,0.89,860,5.83
12.76,Sugarcane,Sandy,0.42,728,4.68
8.24,Maize,Sandy,0.55,433,1.41
11.87,Rice,Loam,0.91,507,5.26
2.65,Cotton,Clay,0.3,629,0.3
8.6,Wheat,Black,0.32,755,1.6
10.48,Sugarcane,Sandy,0.75,1163,10.97
5.74,Maize,Sandy,0.48,340,0.67
8.68,Sugarcane,Loam,0.5,813,6.35
5.21,Sugarcane,Clay,0.74,465,2.69
4.47,Sugarcane,Loam,0.33,556,1.48
11.81,Rice,Black,0.64,337,2.24
9.84,Cotton,Sandy,0.63,402,1.2
